"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10"
"17146","European",17,"Yes","Female","Left",1,"US",3,5,2,4,5,5,5,5,3,3,1,1,1,2,1,3,3,3,1,5,1,1,1,1,1,1,1,1,1,5,5,5,1,1,4,5,1,2,1,1,5,5,4,5,5,5,3,5,5,5
"17147","Other",43,"Yes","Male","Right",1,"JM",5,1,5,3,1,1,1,3,5,1,5,4,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,1,1,1,1,5,5,1,1,3,1,5,1,5,5,5,5,5,5
"17148","European",17,"Yes","Female","Right",1,"US",4,2,2,2,2,4,3,1,2,1,4,4,1,3,4,2,4,2,4,3,1,2,2,1,2,2,2,2,5,4,2,1,2,1,2,5,1,4,2,1,5,5,2,4,4,2,4,5,4,4
"17149","European",18,"Yes","Female","Right",2,"CA",3,5,4,4,4,4,4,3,4,3,2,3,2,4,2,2,4,2,3,3,2,1,4,2,1,2,5,2,4,4,3,2,3,2,1,5,3,3,4,3,4,2,2,3,3,2,2,2,4,2
"17150","European",18,"Yes","Female","Left",2,"US",1,2,3,2,3,3,3,1,2,2,3,3,2,3,4,2,3,2,2,3,1,1,1,1,1,1,1,1,5,5,3,2,1,2,1,5,1,4,1,2,3,4,4,4,3,3,4,3,5,3
"17151","Indian",22,"No","Male","Right",5,"IN",1,4,5,3,4,3,4,5,3,4,4,3,3,3,3,3,3,3,3,1,1,5,1,2,1,3,1,3,4,5,1,2,2,1,5,5,3,5,1,1,3,3,4,5,4,5,4,1,3,4
"17152","European",62,"Yes","Female","Right",1,"AU",4,5,5,5,5,5,5,4,5,3,2,4,1,5,3,3,4,1,4,1,4,1,4,1,2,1,1,1,5,4,2,1,1,2,2,5,1,5,2,1,5,5,5,5,3,5,4,3,4,5
"17153","European",22,"Yes","Female","Right",1,"CA",3,3,2,3,4,4,4,3,3,3,4,3,5,4,2,2,5,1,2,1,2,2,2,3,2,4,1,2,2,2,2,4,2,3,4,4,2,4,2,2,5,5,5,4,5,5,5,5,5,5
"17154","European",18,"Yes","Female","Right",5,"US",4,2,4,4,4,4,4,3,3,2,3,4,2,3,2,3,2,3,3,3,4,2,2,2,2,2,3,1,4,4,2,2,2,2,4,5,2,3,2,3,2,3,4,2,3,4,4,2,3,4
"17155","South East Asian",19,"No","Male","Right",5,"US",4,1,3,3,3,2,2,2,4,2,2,3,2,2,3,4,2,4,4,5,4,4,2,3,4,2,4,2,4,3,2,4,2,3,1,4,1,4,2,1,2,4,2,3,4,2,4,2,4,4
"17156","European",21,"Yes","Female","Right",5,"US",4,4,5,3,5,4,4,3,4,3,4,5,3,5,5,1,5,2,1,1,5,1,1,1,1,1,1,1,5,5,2,2,1,1,2,2,1,4,1,2,4,5,5,5,5,5,4,5,5,5
"17157","North African and Other",18,"Yes","Female","Right",5,"US",3,4,3,2,3,3,3,1,2,1,1,4,2,2,1,2,3,2,4,1,1,1,2,1,1,2,1,1,5,3,3,3,3,4,2,1,4,3,4,1,3,3,5,4,3,5,4,3,5,5
"17158","Other",19,"No","Female","Right",5,"US",3,4,3,3,3,5,3,4,3,2,4,3,2,3,4,3,4,2,3,2,4,3,1,2,2,2,2,2,3,2,2,2,2,2,3,5,3,3,2,2,3,4,3,3,4,3,3,2,4,4
"17159","European",21,"Yes","Male","Right",5,"US",3,3,3,3,2,4,4,3,2,2,4,2,2,3,3,3,2,1,4,1,1,2,2,2,2,2,1,2,3,3,4,2,2,2,5,4,3,3,4,3,3,4,2,4,3,3,4,3,3,3
"17160","Mixed",20,"Yes","Female","Left",5,"US",4,3,3,4,3,4,1,3,5,1,1,3,2,5,2,5,2,3,4,1,1,1,1,1,3,1,2,1,5,4,2,4,3,2,4,1,3,3,4,2,3,3,3,5,4,4,2,2,4,3
"17161","European",17,"Yes","Female","Right",1,"US",2,1,2,2,2,3,2,4,3,1,1,1,1,5,1,5,3,3,5,5,5,1,1,1,1,1,1,1,5,5,2,2,1,3,4,3,2,4,1,2,3,4,5,5,4,5,4,3,5,4
"17162","Other",17,"Yes","Male","Right",1,"US",1,1,2,1,1,2,1,1,2,2,5,5,3,5,5,1,3,1,1,5,3,3,1,3,4,2,3,2,4,3,3,3,3,2,4,4,4,3,3,4,1,3,5,3,3,5,2,1,3,2
"17163","Other",21,"No","Male","Right",1,"US",4,5,3,3,5,4,3,3,3,2,4,5,3,3,3,4,2,3,5,4,5,2,3,2,2,2,3,2,5,4,2,4,3,4,3,3,3,3,1,3,3,1,3,3,4,3,4,3,5,4
"17164","European",21,"Yes","Female","Right",5,"US",3,3,4,3,4,3,4,3,3,2,2,3,1,3,2,4,3,3,4,2,2,2,3,2,2,2,2,2,4,4,2,2,3,3,2,4,1,4,1,3,3,3,3,3,2,4,3,2,5,2
"17165","European",35,"No","Male","Right",1,"BR",2,2,3,2,1,2,1,1,1,1,2,3,1,2,2,2,2,4,3,4,2,3,1,2,3,2,2,2,4,5,2,2,3,3,4,4,2,2,2,3,4,5,4,5,4,4,4,4,5,4
"17166","European",21,"Yes","Female","Right",5,"US",4,3,4,3,3,4,4,3,2,3,2,3,2,3,3,3,3,3,3,3,4,2,3,2,2,2,2,2,4,3,2,2,2,2,3,4,1,4,2,3,3,3,3,4,3,3,3,3,3,3
"17167","European",20,"Yes","Male","Both",2,"US",1,1,2,2,2,1,1,1,1,2,5,5,4,2,3,2,5,1,2,1,1,2,1,2,2,1,2,1,4,4,4,5,2,3,4,2,2,4,5,2,4,5,5,5,4,5,4,4,5,4
"17168","Mixed",20,"Yes","Female","Right",5,"US",4,5,5,5,5,5,5,4,5,5,3,3,4,3,3,2,3,3,3,3,3,2,4,4,1,4,4,3,2,4,3,2,2,3,3,1,5,3,4,2,4,5,5,5,5,3,4,5,5,4
"17169","South East Asian",24,"No","Male","Right",2,"NL",3,3,4,2,5,4,4,3,4,4,4,4,4,5,4,1,4,4,2,4,2,2,2,2,2,2,3,3,4,4,1,5,2,2,2,4,2,4,2,3,4,4,4,4,4,4,4,3,4,4
"17170","European",48,"Yes","Male","Left",5,"US",2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,4,2,5,5,5,4,2,4,3,4,4,4,2,1,2,4,5,4,4,5,1,2,1,5,4,2,2,4,2,5,4,4,2,5,4
"17171","North East Asian",26,"Yes","Male","Right",5,"US",3,3,3,4,4,4,2,3,3,2,1,2,1,2,3,2,4,2,3,3,1,1,1,1,1,1,1,2,5,5,2,3,1,2,1,4,2,4,3,3,5,4,4,5,4,4,5,5,5,4
"17172","Other",26,"No","Female","Right",2,"FI",1,2,4,3,4,3,3,4,4,2,1,3,2,3,1,3,1,5,4,3,4,2,1,2,3,2,3,2,4,4,4,1,3,1,5,5,2,3,3,5,3,5,3,5,3,4,2,1,5,3
"17173","Mixed",21,"No","Female","Right",1,"PE",3,1,2,2,1,2,2,3,4,2,2,4,2,2,4,3,3,4,3,4,3,3,2,3,3,3,2,3,3,3,4,1,2,2,4,2,4,3,5,3,4,2,5,4,4,4,2,4,3,3
"17174","European",15,"Yes","Female","Right",1,"US",3,5,5,5,3,5,4,4,5,1,3,3,2,2,3,3,1,5,5,3,1,3,3,3,1,4,3,3,5,2,2,2,2,4,5,3,5,3,5,3,2,3,4,3,4,5,3,3,4,4
"17175","European",20,"Yes","Male","Right",5,"US",4,4,4,3,4,4,3,3,4,3,3,4,2,2,4,2,4,2,2,2,2,2,1,2,2,4,2,2,4,4,2,2,2,1,5,4,3,3,2,2,4,5,2,3,4,4,4,4,5,4
"17176","Mixed",52,"Yes","Male","Right",1,"US",3,4,4,4,5,4,5,3,3,3,3,3,2,4,4,4,4,2,3,2,1,2,3,2,1,3,1,2,2,3,3,4,3,2,5,2,3,5,2,4,5,5,5,5,3,5,4,5,5,4
"17177","Middle East",15,"Yes","Female","Right",1,"CA",2,4,3,2,4,1,4,1,3,1,1,2,1,2,5,4,2,2,3,3,1,1,1,1,1,1,1,1,5,4,1,4,1,3,5,3,2,3,2,2,4,5,5,3,5,5,3,3,4,4
"17178","European",18,"Yes","Male","Right",5,"US",2,3,3,1,2,4,2,2,4,1,1,2,1,1,1,5,1,5,5,5,1,2,3,1,5,1,2,1,5,3,2,4,2,4,4,4,2,1,1,2,2,3,5,4,4,1,5,2,2,5
"17179","Missed",18,"Yes","Female","Right",1,"US",2,4,4,3,4,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,3,4,2,3,2,2,3,3,3,4,3,2,3,3,2,3
"17180","Other",16,"Yes","Female","Right",1,"GB",2,2,4,4,4,3,2,3,4,4,3,2,2,2,4,3,3,2,3,2,2,2,3,2,2,4,2,2,4,3,3,2,1,1,2,3,3,5,3,2,5,4,4,3,3,2,4,5,3,3
"17181","European",31,"Yes","Female","Right",1,"GB",4,5,4,4,4,5,4,4,5,2,5,5,4,5,4,2,5,1,2,1,4,1,1,3,2,3,1,3,4,3,2,3,3,1,3,5,4,5,3,3,4,4,3,3,4,4,5,2,4,3
"17182","European",23,"No","Male","Right",2,"NO",4,4,5,4,5,4,5,4,5,4,5,4,5,5,5,1,4,1,1,1,3,2,5,3,4,4,4,3,3,4,1,4,1,1,2,5,1,5,3,1,5,5,5,2,5,5,5,4,5,5
"17183","European",16,"Yes","Male","Right",1,"US",2,3,4,4,4,5,2,2,2,4,4,4,1,3,4,2,5,4,4,2,1,2,4,1,1,1,1,2,4,5,2,4,1,4,4,4,2,3,4,1,4,5,3,4,5,2,5,2,4,5
"17184","European",34,"Yes","Female","Right",1,"US",4,3,3,3,1,3,1,3,4,2,1,3,2,5,1,5,2,4,5,5,2,4,3,3,5,2,4,3,1,3,1,1,5,1,2,5,1,3,1,1,1,1,5,1,5,3,3,1,5,5
"17185","European",32,"Missed","Male","Right",1,"US",3,5,3,4,3,3,3,5,5,3,2,3,2,2,1,3,2,3,5,3,2,2,3,2,2,3,3,3,4,5,5,5,5,5,5,1,1,2,3,1,1,4,4,4,4,4,2,1,5,3
"17186","European",34,"Yes","Female","Right",1,"US",2,5,4,3,5,5,5,3,3,5,4,2,3,1,5,2,5,1,1,5,1,1,1,1,1,1,1,1,5,5,1,1,4,1,4,4,2,5,2,1,5,5,5,5,5,5,5,4,5,5
"17187","Missed",25,"Yes","Male","Right",1,"US",2,4,5,3,4,4,3,3,3,4,5,4,4,4,4,2,4,1,1,1,1,3,2,2,3,3,2,1,4,4,2,1,2,1,2,4,2,4,3,3,4,4,2,3,4,2,4,2,3,3
"17188","European",16,"Yes","Female","Left",1,"US",1,4,4,1,1,2,1,1,2,1,1,1,1,1,1,5,1,5,5,5,1,2,1,1,1,1,2,1,5,3,1,5,2,5,5,1,1,3,1,3,4,3,5,5,3,5,5,4,3,3
"17189","Indian",22,"No","Male","Right",1,"PK",1,3,1,1,3,3,1,4,5,1,1,3,1,3,1,5,1,5,4,3,1,1,1,1,1,1,1,3,5,2,5,5,4,3,3,2,2,3,5,3,3,1,3,3,3,5,3,1,5,3
"17190","European",16,"No","Female","Right",1,"BR",2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,2,4,4,3,4,4,4,3,3,3,4,3,3,2,3,4,2,4,4,2,3,3,4,3,3,3,4,3,3,3,3,3,3,3
"17191","European",19,"Yes","Male","Right",1,"US",2,2,3,3,4,4,3,4,4,2,4,4,3,4,4,2,5,1,2,2,2,2,2,2,1,3,2,3,4,2,4,5,3,3,5,2,3,2,4,3,5,5,5,5,4,5,4,5,5,5
"17192","Mixed",25,"No","Male","Right",1,"GB",3,3,3,4,3,4,4,3,4,4,2,2,2,3,2,3,2,4,4,3,2,3,2,3,3,3,3,3,4,3,3,2,2,2,2,5,2,4,2,2,4,3,3,3,3,3,3,3,4,4
"17193","European",24,"No","Female","Right",1,"HR",4,4,4,5,4,5,2,5,5,5,1,1,1,5,2,5,1,5,5,5,1,2,1,1,1,1,4,1,5,5,1,5,5,3,4,5,2,3,2,1,2,2,5,1,5,5,5,4,5,5
"17194","European",37,"Yes","Male","Left",1,"US",2,5,5,5,5,5,5,3,3,4,4,5,2,5,5,1,4,1,3,1,1,1,1,1,1,1,1,1,4,4,2,4,1,1,2,2,2,3,1,1,3,5,4,5,5,5,5,2,3,5
"17195","European",50,"Yes","Female","Right",5,"US",4,4,5,5,4,4,5,4,5,4,2,4,2,4,4,2,2,4,2,2,2,2,2,2,2,1,1,2,4,4,1,1,1,1,2,4,2,5,1,1,5,5,5,4,4,5,5,5,4,5
"17196","Middle East",23,"Yes","Female","Right",1,"KW",5,4,4,3,5,4,4,3,3,3,3,5,2,3,4,3,4,2,2,3,1,2,2,1,1,1,2,3,5,5,3,3,2,3,3,3,3,3,3,3,4,3,4,3,3,4,3,2,4,4
"17197","Other",21,"No","Female","Left",2,"US",2,5,4,4,5,5,4,5,1,3,5,3,5,1,5,1,5,1,1,1,5,1,1,5,1,1,1,1,3,5,2,1,1,1,2,5,4,5,5,3,2,2,5,4,4,5,5,1,4,4
"17198","European",22,"No","Female","Right",2,"NO",2,3,3,3,3,4,3,3,2,3,2,3,2,4,3,2,4,2,3,1,2,2,1,2,2,3,2,2,4,3,3,4,1,2,4,4,2,3,4,3,3,2,4,3,3,4,3,3,5,3
"17199","European",33,"Yes","Male","Left",2,"US",2,3,5,3,3,2,2,1,3,2,3,2,2,2,3,4,4,2,3,3,1,1,1,2,2,2,1,2,5,5,1,1,1,2,3,4,1,5,1,1,4,5,4,5,5,4,5,4,5,4
"17200","Mixed",33,"Yes","Female","Right",2,"TT",3,3,5,2,3,4,1,5,2,1,2,3,2,3,4,4,2,2,3,2,1,1,1,5,1,1,4,1,5,5,3,3,2,3,3,3,2,4,3,3,4,4,3,4,4,5,5,2,4,4
"17201","European",23,"No","Female","Right",1,"PL",1,4,1,1,1,2,3,1,1,1,1,1,1,5,2,5,2,5,5,5,2,5,3,4,2,2,5,1,1,1,5,3,3,5,5,1,5,1,5,5,3,4,4,5,3,5,4,5,5,5
"17202","European",19,"Yes","Male","Right",5,"US",4,3,1,3,1,1,2,1,5,1,1,1,1,2,4,3,4,1,1,3,2,1,1,1,1,2,1,4,4,4,5,5,3,4,5,1,1,4,5,1,5,5,3,5,5,5,5,4,5,5
"17203","European",18,"Yes","Female","Right",5,"US",4,3,4,3,4,4,3,3,4,3,4,5,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,3,3,3,2,3,3,3,3,3,4,4,3,4,4,4,3,4,4
"17204","European",33,"Yes","Female","Right",1,"MX",4,4,4,4,5,4,5,4,4,1,1,2,1,2,4,5,1,4,5,4,1,2,4,1,2,2,2,2,5,5,2,4,1,4,4,4,1,2,1,1,4,2,4,3,4,4,4,4,4,4
"17205","European",16,"No","Male","Right",1,"GB",1,1,3,2,1,1,1,2,2,1,3,3,2,3,2,3,3,3,4,3,2,2,3,2,1,3,2,2,4,1,2,3,2,4,4,3,1,3,2,3,2,3,1,2,1,1,3,2,4,1
"17206","European",34,"No","Female","Right",5,"BE",4,2,4,3,4,5,2,2,3,4,4,4,2,4,5,2,5,2,3,1,1,1,1,1,1,2,2,1,4,4,3,4,2,2,4,3,2,5,2,2,5,5,4,5,4,5,5,3,5,4
"17207","European",26,"Yes","Male","Right",2,"US",1,1,5,1,1,3,1,1,3,1,3,3,1,2,5,1,4,1,1,4,1,1,1,1,1,1,1,3,4,3,2,2,2,2,2,5,1,4,1,1,3,5,4,5,4,5,4,3,5,5
"17208","European",18,"Yes","Female","Right",1,"US",1,3,1,2,2,4,2,4,3,2,2,2,1,1,3,5,2,4,4,4,3,4,4,3,2,4,3,4,4,2,2,4,2,4,5,2,2,2,4,4,5,3,5,4,4,5,4,5,4,4
"17209","Middle East",17,"Yes","Female","Right",1,"GB",4,4,4,2,4,4,5,4,4,4,1,1,1,1,2,5,1,5,5,5,4,2,3,3,4,2,2,3,3,3,4,1,1,3,4,5,2,4,3,3,5,3,5,3,3,4,3,5,5,2
"17210","Other",20,"No","Female","Right",1,"GB",3,4,4,3,3,1,1,5,5,4,5,2,2,3,4,3,5,3,1,2,3,1,1,2,2,1,2,1,5,4,3,3,1,1,1,5,5,5,3,4,4,5,5,5,5,5,5,4,3,5
"17211","European",21,"Yes","Male","Right",5,"US",3,2,2,1,2,4,1,3,4,2,2,4,2,2,4,2,2,4,3,4,4,2,4,3,4,4,2,3,2,2,3,5,1,2,2,2,2,4,2,1,4,4,5,5,5,5,4,3,5,5
"17212","European",44,"Yes","Male","Right",2,"JP",3,2,3,4,4,3,2,3,5,3,5,5,5,5,4,1,5,1,1,1,2,3,1,1,4,2,4,2,4,4,2,1,1,1,1,5,1,5,1,1,5,3,5,4,5,1,4,5,4,5
"17213","European",17,"Yes","Female","Right",1,"GB",1,1,4,1,2,2,1,1,1,2,1,2,1,1,2,5,2,5,5,5,2,2,2,2,2,2,2,2,4,4,4,4,2,4,4,1,3,3,4,4,2,2,1,2,1,1,2,2,3,1
"17214","Mixed",16,"Yes","Male","Right",1,"US",3,3,3,4,5,2,1,2,1,1,5,1,1,2,3,3,3,2,5,5,2,4,5,3,4,5,3,1,4,5,4,3,1,3,4,3,3,5,4,2,5,5,5,5,4,5,5,4,5,5
"17215","European",18,"Yes","Female","Right",2,"US",2,3,5,3,5,5,4,2,1,2,4,4,3,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,2,1,2,5,2,5,2,1,4,5,4,5,4,5,5,4,4,3
"17216","European",19,"Yes","Female","Left",5,"US",3,4,3,3,3,4,3,3,3,3,1,1,1,3,2,4,2,4,3,4,1,1,2,1,2,2,2,2,4,3,4,3,1,3,4,3,3,3,4,3,3,4,4,4,3,4,3,2,5,3
"17217","European",52,"Yes","Female","Right",1,"US",3,4,2,3,3,3,2,2,2,2,2,3,2,2,4,2,4,2,2,3,4,3,2,2,2,2,2,3,4,3,4,2,2,2,3,4,2,4,4,2,3,4,3,3,4,2,4,2,3,3
"17218","Other",18,"Yes","Male","Right",2,"GB",2,5,4,4,5,5,2,3,4,5,3,4,2,4,3,3,4,1,2,2,1,2,1,1,1,2,2,1,5,4,4,4,1,2,4,2,3,5,3,2,5,4,3,4,5,4,4,5,4,5
"17219","European",17,"Yes","Male","Right",1,"US",1,1,2,1,2,4,1,2,4,1,2,4,2,1,5,2,4,4,2,5,4,1,4,2,2,2,3,4,1,3,4,1,3,2,5,4,2,3,4,4,4,3,5,4,5,5,4,4,5,5
"17220","European",60,"Yes","Female","Right",1,"US",1,1,2,3,2,5,1,1,1,2,1,3,2,1,2,5,2,5,5,5,1,3,1,1,2,1,3,1,5,2,2,4,1,1,5,2,2,5,3,1,4,5,4,5,5,5,5,3,5,5
"17221","Mixed",17,"Yes","Male","Right",5,"US",1,2,4,3,3,3,2,3,4,1,2,4,1,3,1,2,3,2,5,3,1,2,1,2,2,2,1,2,4,4,2,1,1,2,2,4,1,3,1,2,5,3,5,5,4,5,4,4,5,5
"17222","Other",18,"Yes","Female","Right",2,"US",4,4,4,3,4,4,3,2,3,4,2,3,1,4,2,1,4,2,3,2,1,2,1,2,1,3,2,1,4,4,2,2,1,2,2,4,2,4,2,2,4,5,4,5,3,4,4,5,5,4
"17223","Other",18,"No","Female","Right",2,"US",2,4,3,3,3,4,4,3,3,2,2,2,2,2,3,3,3,3,4,4,2,2,2,2,2,2,2,2,4,3,3,5,2,3,4,2,4,3,3,3,4,4,4,4,3,4,3,3,5,3
"17224","South East Asian",23,"No","Female","Left",2,"US",4,3,5,4,5,5,5,3,4,3,4,5,4,4,5,1,5,1,1,2,1,1,1,1,1,1,1,1,5,5,1,2,1,1,1,5,3,5,1,1,4,5,5,5,5,5,5,4,5,5
"17225","South East Asian",21,"Yes","Female","Right",5,"US",3,3,3,3,4,4,3,2,5,2,4,2,2,3,5,2,4,1,1,3,1,3,2,1,2,1,3,1,5,4,2,2,1,1,4,5,1,5,1,2,3,4,3,4,3,3,5,2,5,2
"17226","Missed",18,"Yes","Female","Right",5,"US",2,1,3,2,3,3,1,1,2,1,1,5,2,3,4,2,3,2,3,3,2,2,2,2,2,4,2,2,4,4,3,3,1,2,5,4,2,3,3,1,4,4,5,4,4,5,4,4,5,4
"17227","European",23,"Yes","Female","Right",5,"US",3,4,3,3,3,4,2,1,3,1,1,2,1,4,2,3,2,4,4,3,2,1,2,1,2,3,2,3,5,3,1,1,2,1,1,5,1,5,1,2,4,4,4,4,4,5,4,3,4,3
"17228","European",19,"Yes","Male","Right",5,"US",2,3,4,3,2,4,2,2,3,2,3,3,2,4,4,2,4,2,3,2,2,2,3,2,3,3,3,2,3,4,1,2,1,1,2,4,1,3,1,1,4,5,2,4,5,3,5,4,4,4
"17229","Other",23,"Yes","Female","Right",2,"US",1,3,3,3,3,3,3,3,2,1,1,4,1,2,4,2,3,3,4,3,3,2,1,1,1,2,1,1,4,4,2,2,1,1,3,5,1,4,1,3,3,5,4,2,5,5,4,3,4,4
"17230","European",26,"No","Female","Right",1,"GB",1,1,1,1,3,3,1,1,1,5,4,3,2,4,3,5,2,5,5,5,1,1,5,1,1,2,3,1,5,5,3,4,3,5,2,4,3,4,4,3,4,3,5,4,5,4,2,5,5,5
"17231","European",19,"No","Female","Both",2,"GR",4,4,4,4,4,4,4,3,4,4,2,2,2,3,3,3,2,3,3,3,2,2,1,2,2,2,2,2,4,4,2,4,2,2,3,2,3,4,3,2,3,4,4,4,3,4,4,3,4,4
"17232","European",19,"Yes","Male","Right",2,"US",1,4,3,4,5,4,1,2,2,2,2,2,1,3,2,3,2,3,3,3,2,2,2,2,2,3,3,1,4,3,2,3,1,3,2,3,1,5,1,2,4,5,3,4,4,4,4,3,4,4
"17233","European",25,"Yes","Male","Right",2,"US",4,5,5,3,5,4,4,4,5,3,3,4,2,3,3,4,2,4,3,2,1,1,3,1,1,1,1,1,5,4,2,2,2,1,3,3,1,3,1,2,4,3,4,3,4,5,4,3,5,4
"17234","European",27,"No","Female","Right",1,"PT",2,4,4,3,4,4,3,3,3,2,4,3,2,1,4,2,3,1,2,2,1,2,1,2,1,1,2,1,4,5,3,2,2,2,3,5,1,4,3,3,3,5,4,5,3,5,3,2,4,4
"17235","South East Asian",19,"No","Female","Right",5,"US",2,4,3,5,2,4,2,4,4,1,4,3,3,5,4,2,2,2,1,1,1,1,1,1,1,1,1,2,5,5,3,3,2,1,3,1,2,5,1,1,3,4,5,3,5,5,4,4,3,5
"17236","European",77,"Yes","Male","Right",2,"AU",1,2,3,2,2,2,1,4,5,3,2,3,1,1,1,5,2,2,3,2,4,1,1,2,1,2,1,2,3,3,4,2,1,3,4,1,1,2,4,1,5,5,3,5,5,3,5,5,5,5
"17237","European",18,"Yes","Female","Right",1,"US",1,1,2,1,2,2,1,2,3,1,4,5,3,3,5,1,4,1,3,4,4,4,4,3,4,5,4,4,1,1,2,2,2,2,4,4,2,5,3,2,5,5,4,5,5,3,3,4,5,3
"17238","European",23,"Yes","Male","Right",2,"US",3,4,2,3,3,3,3,1,1,3,1,1,1,1,1,5,1,5,5,5,2,2,3,2,4,1,2,4,3,2,4,3,4,4,4,3,2,3,5,3,2,3,5,3,2,3,3,1,5,3
"17239","European",28,"Yes","Female","Right",1,"US",4,3,4,3,4,4,5,3,3,3,3,4,3,1,2,3,4,2,2,4,1,1,2,1,1,1,1,1,5,4,3,2,1,1,2,1,2,5,4,4,4,5,4,5,4,4,4,3,5,4
"17240","European",19,"Yes","Female","Left",1,"US",2,3,3,3,2,5,3,5,5,1,1,2,1,2,4,4,2,4,5,4,2,2,2,1,3,2,1,1,5,3,3,2,3,2,4,4,3,3,2,2,5,3,3,4,4,4,3,3,5,4
"17241","European",60,"Yes","Male","Right",1,"US",2,3,4,3,4,4,3,2,4,3,4,4,4,4,4,1,4,2,2,2,1,2,1,2,2,1,1,2,4,5,1,4,2,1,3,4,2,4,2,2,4,3,4,3,4,4,4,4,4,4
"17242","European",18,"Yes","Female","Right",5,"US",4,5,5,5,5,5,5,4,3,4,2,3,2,5,5,2,4,2,2,1,5,1,1,1,1,1,1,1,5,5,2,1,2,3,4,4,1,5,1,2,3,5,5,5,5,5,3,3,5,5
"17243","Native American",25,"Yes","Male","Right",1,"CA",2,3,3,3,4,4,4,3,4,2,5,5,4,4,4,2,4,2,2,2,1,4,1,1,2,1,2,2,5,4,2,2,1,3,3,2,1,5,3,2,4,5,5,5,4,5,4,4,5,4
"17244","European",18,"Yes","Female","Right",2,"US",2,2,2,2,2,3,2,2,1,1,3,4,3,2,4,3,3,3,3,3,1,2,1,1,2,1,3,2,5,4,1,4,2,3,4,3,2,5,4,2,4,5,2,5,5,2,5,4,4,3
"17245","European",19,"Yes","Female","Right",5,"US",2,5,4,4,5,5,3,3,5,4,1,4,2,4,3,4,4,2,4,1,2,2,1,2,2,2,2,1,3,5,2,2,1,2,3,4,2,5,2,2,3,3,5,3,5,5,4,2,5,5
"17246","South East Asian",16,"Yes","Female","Right",2,"US",1,4,2,2,1,2,1,1,1,1,2,4,1,1,2,4,4,2,2,5,1,2,1,1,4,1,4,2,4,2,2,4,2,4,2,2,2,5,2,3,2,3,4,3,3,2,4,2,4,2
"17247","South East Asian",19,"Yes","Male","Right",5,"US",4,3,4,3,4,5,3,4,4,3,1,1,1,2,2,3,3,3,3,3,1,1,1,1,2,1,1,2,5,4,2,4,1,4,5,3,2,1,3,3,2,2,4,3,3,3,2,1,4,3
"17248","European",20,"Yes","Female","Right",2,"US",2,3,3,3,3,3,3,3,3,3,2,3,4,3,3,2,4,2,3,2,3,3,1,3,2,3,2,3,2,4,4,4,2,3,3,3,2,4,3,3,5,5,4,4,4,4,5,4,3,5
"17249","Other",16,"Yes","Female","Missed",1,"US",1,2,3,1,3,3,1,3,5,4,1,2,1,5,2,5,1,5,5,5,3,3,4,5,2,2,3,4,1,2,2,4,1,3,4,2,1,3,2,2,3,2,5,3,4,1,5,4,4,5
"17250","Mixed",33,"Yes","Male","Right",1,"US",4,3,3,4,3,4,3,3,3,3,3,3,3,4,4,2,4,2,2,3,1,2,1,2,2,1,2,1,4,5,2,1,2,1,2,4,3,5,2,2,2,3,5,4,3,4,4,3,3,4
"17251","North African and Other",19,"Yes","Male","Left",1,"US",4,4,2,1,2,3,4,1,2,1,1,4,1,2,2,2,5,3,5,4,4,3,4,3,4,4,4,4,3,3,4,3,2,4,2,2,3,2,4,2,4,4,5,3,4,3,5,5,5,4
"17252","European",25,"Yes","Female","Left",2,"US",2,2,4,2,4,3,4,3,2,2,3,4,3,3,4,2,4,2,2,3,3,2,3,2,2,3,2,3,4,4,3,2,2,3,3,4,2,4,2,2,4,3,2,4,4,3,3,4,4,4
"17253","South East Asian",25,"No","Male","Right",2,"CN",5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,2,5,2,1,5,5,5,5,5,5,4,2,5,4
"17254","South East Asian",21,"No","Female","Right",1,"PH",3,4,3,3,4,4,3,3,2,2,2,3,2,3,2,4,2,4,4,3,2,1,1,2,2,1,1,2,4,4,3,2,2,3,3,3,4,3,4,2,3,3,4,3,4,4,3,2,4,4
"17255","Other",18,"No","Female","Right",2,"US",3,2,5,3,4,4,4,2,1,2,1,2,1,3,3,4,3,2,2,3,1,1,1,1,1,1,1,2,5,4,3,3,2,3,3,2,3,3,3,3,3,2,3,5,3,3,3,2,5,3
